,name,cik,year,number,character_count,word_count,important_words,frequent_words
823,0001656423-18-000004,1656423,18,4,362566,54482,"['zuckerman', 'deficit', 'deferrals', 'deferr', 'defer', 'defenses', 'defeas', 'default', 'def', 'deem', 'deed', 'deduct', 'decrease', 'decreas', 'declin']","[('the', 524), ('compani', 383), ('amount', 369), ('includ', 335), ('leas', 279), ('properti', 275), ('unit', 261), ('boston', 259), ('interest', 256), ('cash', 246), ('valu', 223), ('share', 223), ('incom', 222), ('period', 220), ('limit', 210)]"
824,0000070858-12-000155,70858,12,155,823157,124313,"['zuni', 'develops', 'development', 'develop', 'deutsch', 'determined', 'determin', 'deterior', 'details', 'detail', 'desk', 'desir', 'designation', 'design', 'description']","[('the', 1282), ('valu', 989), ('loan', 976), ('corpor', 843), ('includ', 801), ('fair', 800), ('amount', 725), ('asset', 628), ('secur', 618), ('loss', 550), ('balanc', 479), ('account', 471), ('incom', 468), ('credit', 443), ('repres', 437)]"
825,0001564590-19-003671,1564590,19,3671,358965,54465,"['zero', 'de', 'december31', 'december', 'decemb', 'debtor', 'debt', 'debentur', 'death', 'dd', 'decis', 'days', 'day', 'date', 'data']","[('—', 497), ('$', 443), ('asset', 418), ('amount', 418), ('tax', 394), (')', 364), ('valu', 359), ('incom', 345), ('net', 293), ('includ', 283), ('use', 253), ('fair', 249), ('benefit', 235), ('oper', 233), ('cost', 230)]"
826,0001510295-19-000014,1510295,19,14,375105,56715,"['zone', 'distribution', 'domain', 'dollar', 'doe', 'document', 'dock', 'divisions', 'division', 'dividends', 'dividend', 'divid', 'divestitur', 'diversified', 'diversification']","[('amount', 531), ('the', 449), ('asset', 390), ('valu', 366), ('includ', 346), ('tax', 285), ('cash', 269), ('fair', 261), ('use', 260), ('period', 239), ('benefit', 239), ('report', 238), ('incom', 224), ('stock', 217), ('financi', 215)]"
827,0000731766-15-000007,731766,15,7,240565,35934,"['zero', 'endoscopi', 'eliminations', 'elsewher', 'emerg', 'employ', 'employe', 'employee', 'employees', 'employment', 'enabl', 'enact', 'encompass', 'end', 'enhanc']","[('amount', 362), ('the', 335), ('valu', 266), ('tax', 224), ('compani', 220), ('fair', 213), ('includ', 212), ('asset', 200), ('period', 187), ('incom', 173), ('cost', 166), ('cash', 165), ('use', 164), ('share', 153), ('year', 148)]"
828,0001193125-11-079691,1193125,11,79691,0,0,0,0
829,0001001039-18-000187,1001039,18,187,305350,46094,"['zero', 'drug', 'driver', 'driven', 'drawn', 'drawdown', 'downtown', 'down', 'doubt', 'domicile', 'domest', 'domain', 'dollar', 'doj', 'documentand']","[('the', 481), ('amount', 460), ('cost', 302), ('valu', 296), ('asset', 287), ('includ', 284), ('compani', 265), ('tax', 246), ('benefit', 241), ('fiscal', 227), ('interest', 221), ('period', 208), ('cash', 203), ('report', 197), ('net', 191)]"
830,0001144204-10-046620,1144204,10,46620,0,0,0,0
831,0001193125-19-045608,1193125,19,45608,478895,73175,"['zero', 'disclos', 'discretionari', 'discounts', 'discount', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'disclosed', 'disc', 'differ', 'disaggreg', 'directv', 'directors']","[('amount', 548), ('valu', 494), ('the', 466), ('includ', 429), ('asset', 421), ('cost', 401), ('cash', 394), ('use', 364), ('benefit', 350), ('period', 348), ('tax', 342), ('fair', 324), ('incom', 292), ('We', 284), ('rate', 270)]"
832,0001564590-16-012990,1564590,16,12990,344489,53544,"['zealand', 'counterparti', 'covenants', 'coven', 'courtyard', 'cours', 'countries', 'countri', 'counterparty', 'could', 'coronado', 'costs', 'costa', 'cost', 'corrobor']","[('the', 391), ('amount', 384), ('—', 372), ('incom', 340), ('includ', 337), ('tax', 313), ('valu', 309), ('$', 267), ('asset', 265), ('interest', 253), ('share', 249), ('oper', 249), ('cash', 246), ('host', 240), ('net', 232)]"
833,0001193125-12-066285,1193125,12,66285,660593,101176,"['zero', 'consolidated', 'consist', 'considerations', 'consider', 'consid', 'consequ', 'consent', 'consecutive', 'connect', 'conjunct', 'conform', 'confirm', 'conduct', 'conditions']","[('the', 1168), ('—', 963), ('compani', 806), ('tax', 707), ('$', 702), ('incom', 660), ('valu', 608), ('net', 599), ('cash', 591), (')', 560), ('amount', 552), ('stock', 525), ('asset', 501), ('oper', 499), ('includ', 497)]"
834,0001110803-14-000087,1110803,14,87,240721,36279,"['yield', 'emphasi', 'down', 'due', 'duli', 'dure', 'each', 'earli', 'earlier', 'earliest', 'earn', 'earned', 'earnings', 'eco', 'econom']","[('the', 381), ('amount', 309), ('tax', 276), ('valu', 257), ('compani', 256), ('share', 231), ('asset', 217), ('stock', 202), ('incom', 189), ('includ', 176), ('fair', 171), ('oper', 170), ('year', 166), ('use', 159), (',', 144)]"
835,0001437749-15-003305,1437749,15,3305,179465,27122,"['yet', 'entir', 'enact', 'encompass', 'end', 'ended', 'engag', 'enter', 'enterpris', 'enterprise', 'entertain', 'entireti', 'drawn', 'entiti', 'entities']","[('tax', 310), ('share', 254), ('amount', 206), ('decemb', 196), ('31,', 190), ('the', 175), ('valu', 163), ('stock', 142), ('year', 141), ('account', 139), ('asset', 136), ('includ', 135), ('incom', 130), (')', 128), ('We', 126)]"
836,0001193125-11-045258,1193125,11,45258,23,2,"['verboselabel', 'terselabel']","[('verboselabel', 1), ('terselabel', 1)]"
837,0001047469-11-001025,1047469,11,1025,0,0,0,0
838,0000051253-15-000004,51253,15,4,212880,32396,"['zoomessence', 'domicile', 'downgrad', 'drawn', 'dri', 'driver', 'drug', 'due', 'duli', 'durat', 'dure', 'duti', 'earli', 'earn', 'earnings']","[('tax', 352), ('amount', 348), ('the', 323), ('benefit', 229), ('incom', 206), ('asset', 194), ('million', 189), ('valu', 172), ('includ', 167), ('plan', 166), ('share', 161), ('net', 160), ('cost', 157), ('period', 151), ('year', 143)]"
839,0001047469-13-001297,1047469,13,1297,496690,75089,"['zero', 'deconsolid', 'declar', 'decisions', 'decision', 'decis', 'decid', 'december31', 'decemb', 'debt', 'debit', 'debentur', 'death', 'dealers', 'dealer']","[('the', 634), ('amount', 544), ('tax', 537), ('asset', 525), ('incom', 511), ('valu', 489), ('net', 477), ('benefit', 416), ('$', 406), ('includ', 377), ('—', 331), ('cost', 328), ('year', 327), ('fair', 322), ('plan', 301)]"
840,0001104659-15-014788,1104659,15,14788,547155,82715,"['zone', 'disposals', 'domest', 'domain', 'dollars', 'dollar', 'document', 'division', 'divis', 'dividends', 'dividend', 'divestitur', 'diversifi', 'divers', 'district']","[('$', 1360), ('the', 1020), ('—', 783), (')', 778), ('compani', 629), ('asset', 593), ('amount', 584), ('tax', 542), ('net', 510), ('million', 448), ('incom', 440), ('plan', 414), ('benefit', 396), ('valu', 393), ('includ', 390)]"
841,0001065696-17-000005,1065696,17,5,279940,42065,"['zero', 'elected', 'each', 'earli', 'earn', 'earnings', 'eastern', 'ebitda', 'econom', 'economy', 'effect', 'effects', 'effort', 'either', 'elect']","[('amount', 435), ('the', 338), ('tax', 324), ('includ', 306), ('million', 250), ('incom', 248), ('asset', 240), ('oper', 220), ('valu', 211), ('period', 211), ('report', 208), ('cash', 193), ('expens', 188), ('cost', 188), ('relat', 172)]"
842,0001193125-12-075661,1193125,12,75661,473326,71120,"['zero', 'disclosures', 'develop', 'determined', 'determinable', 'determin', 'deterior', 'details', 'detail', 'destination', 'destin', 'designed', 'designation', 'design', 'descript']","[('the', 884), ('asset', 555), ('valu', 485), ('compani', 481), ('tax', 426), ('includ', 411), ('million', 376), ('relat', 372), ('net', 363), ('amount', 362), ('fair', 355), ('incom', 344), ('cash', 333), ('cost', 331), ('benefit', 298)]"
843,0001551182-14-000011,1551182,14,11,244614,36449,"['zf', 'econom', 'effects', 'effective', 'effect', 'educ', 'edison', 'economy', 'eaton', 'efficiencies', 'earnings', 'earn', 'earlier', 'earli', 'duti']","[('tax', 371), ('amount', 352), ('incom', 307), ('the', 285), ('benefit', 245), ('asset', 231), ('valu', 210), ('includ', 200), ('share', 185), ('cash', 172), ('net', 170), ('oper', 166), ('year', 157), ('cost', 155), ('plan', 148)]"
844,0000723125-16-000269,723125,16,269,300402,46329,"['yield', 'disclosures', 'discuss', 'discretionari', 'discoveri', 'discounts', 'discount', 'discontinu', 'disclosure', 'directli', 'disclosur', 'discloses', 'disclosed', 'disclos', 'discharged']","[('amount', 508), ('the', 288), ('includ', 272), ('tax', 248), ('valu', 234), ('period', 214), ('cash', 207), ('financi', 198), ('incom', 198), ('stock', 197), ('debt', 195), ('share', 193), ('asset', 192), ('equiti', 191), ('report', 190)]"
845,0000950123-11-017655,950123,11,17655,102,11,"['verboselabel', 'negat', 'label', 'instant', 'durat']","[('verboselabel', 4), ('label', 3), ('negat', 2), ('durat', 1), ('instant', 1)]"
846,0001086222-18-000052,1086222,18,52,221640,33321,"['zero', 'election', 'earn', 'earnings', 'eastern', 'econom', 'economy', 'effect', 'effects', 'effici', 'effort', 'either', 'elect', 'elected', 'element']","[('the', 401), ('compani', 313), ('amount', 307), ('tax', 231), ('valu', 199), ('asset', 183), ('includ', 181), ('stock', 176), ('use', 170), ('period', 154), ('fair', 144), ('incom', 144), ('year', 142), ('recogn', 139), ('cost', 138)]"
847,0001137774-17-000084,1137774,17,84,773791,115503,"['zero', 'enough', 'disclos', 'disciplin', 'discharg', 'disagr', 'disaggreg', 'disabl', 'disability', 'directors', 'director', 'directli', 'direct', 'dimens', 'dilutive']","[('the', 1006), ('amount', 864), ('valu', 860), ('invest', 766), ('includ', 750), ('asset', 719), ('fair', 666), ('compani', 603), ('financi', 594), ('account', 500), ('net', 487), ('incom', 483), ('benefit', 482), ('use', 455), ('secur', 441)]"
848,0000079879-18-000010,79879,18,10,302260,45790,"['york', 'downs', 'dure', 'durat', 'duli', 'due', 'drug', 'drawn', 'drawdown', 'down', 'dividend', 'doubt', 'domicil', 'domest', 'domain']","[('the', 446), ('amount', 370), ('benefit', 359), ('asset', 308), ('tax', 279), ('plan', 278), ('cost', 254), ('includ', 247), ('valu', 245), ('period', 244), ('incom', 222), ('million', 218), ('cash', 209), ('net', 205), ('oper', 205)]"
849,0001193125-15-068526,1193125,15,68526,524908,79331,"['zone', 'element', 'employ', 'ement', 'embed', 'elsewher', 'elimin', 'elig', 'elements', 'electron', 'enter', 'electrical', 'electr', 'elections', 'election']","[('amount', 545), ('the', 542), ('We', 500), ('valu', 456), ('cost', 448), ('includ', 441), ('asset', 433), ('fair', 429), ('tax', 417), ('use', 372), ('incom', 358), ('cabl', 336), ('film', 309), ('recogn', 304), ('financi', 296)]"
850,0001579241-18-000007,1579241,18,7,271933,40936,"['zero', 'eliminations', 'emeia', 'emirates', 'employ', 'employe', 'employee', 'employees', 'employer', 'employment', 'enact', 'enacted', 'enactment', 'encapsul', 'encompass']","[('amount', 437), ('the', 434), ('tax', 330), ('asset', 316), ('benefit', 306), ('valu', 265), ('includ', 245), ('period', 232), ('plan', 213), ('net', 212), ('cash', 211), ('compani', 204), ('incom', 197), ('fair', 193), ('report', 173)]"
851,0001041061-18-000013,1041061,18,13,160810,24097,"['zero', 'exact', 'esop', 'establish', 'estat', 'estim', 'etc', 'even', 'event', 'events', 'examin', 'equivalents', 'examination', 'examinations', 'exampl']","[('amount', 376), ('tax', 212), ('benefit', 203), ('period', 201), ('incom', 178), ('includ', 164), ('report', 157), ('asset', 156), ('oper', 153), ('expens', 131), ('the', 128), ('year', 123), ('fiscal', 122), ('balanc', 117), ('cash', 116)]"
852,0001047469-16-014732,1047469,16,14732,289924,43940,"['zero', 'discontinued', 'disclosures', 'disclosure', 'disclosur', 'discloses', 'disclosed', 'disclos', 'disciplin', 'discharg', 'directors', 'director', 'directli', 'direct', 'dimens']","[('the', 523), ('amount', 439), ('compani', 294), ('tax', 293), ('asset', 285), ('valu', 276), ('includ', 256), ('incom', 243), ('share', 221), ('year', 207), ('period', 198), ('fair', 195), ('million', 183), ('fiscal', 180), ('financi', 174)]"
853,0001193125-13-084894,1193125,13,84894,806192,123692,"['zero', 'denominations', 'contracts', 'contract', 'continu', 'contingencies', 'conting', 'context', 'contain', 'consumpt', 'consumm', 'consultants', 'consult', 'construction', 'construct']","[('the', 998), ('oper', 921), ('valu', 738), ('interest', 642), ('amount', 641), ('stock', 637), ('leas', 622), ('includ', 619), ('rate', 611), ('share', 600), ('prefer', 559), ('unit', 538), ('million', 512), ('common', 503), ('$', 481)]"
854,0000899866-17-000044,899866,17,44,302345,45885,"['zurich', 'domest', 'drug', 'drawn', 'drawdown', 'down', 'doubtful', 'domicile', 'domain', 'divestitures', 'dollar', 'doj', 'document', 'divis', 'dividends']","[('amount', 416), ('$', 392), ('asset', 336), ('tax', 332), ('the', 324), ('valu', 278), ('incom', 240), ('includ', 238), ('period', 229), ('fair', 228), ('—', 228), ('benefit', 205), ('cost', 194), ('expens', 182), ('We', 176)]"
855,0001585364-18-000015,1585364,18,15,408976,62117,"['zero', 'distributor', 'divid', 'divestment', 'divestitures', 'divestiture', 'divestitur', 'divest', 'diversifi', 'district', 'distributions', 'designated', 'distribution', 'distribut', 'dispos']","[('asset', 524), ('amount', 521), ('the', 513), ('valu', 430), ('tax', 358), ('fair', 332), ('includ', 318), ('financi', 299), ('period', 283), ('use', 281), ('report', 265), ('incom', 249), ('We', 248), ('year', 233), (',', 227)]"
856,0000910606-16-000047,910606,16,47,269090,40298,"['yield', 'enterpris', 'employ', 'employe', 'employee', 'employees', 'enabl', 'enact', 'encompass', 'end', 'engag', 'engineering', 'enter', 'enterprise', 'elimin']","[('the', 404), ('amount', 330), ('valu', 269), ('includ', 248), ('financi', 247), ('compani', 239), ('oper', 212), ('incom', 207), ('report', 206), ('cash', 194), ('fair', 193), ('year', 184), ('period', 180), ('equiti', 177), ('interest', 175)]"
857,0000092380-18-000031,92380,18,31,264261,40490,"['zero', 'dilut', 'directli', 'director', 'directors', 'disclos', 'disclosed', 'disclosur', 'disclosure', 'discontinu', 'discount', 'discounts', 'discuss', 'dispos', 'disposit']","[('the', 405), ('amount', 356), ('compani', 331), ('valu', 289), ('deriv', 275), ('asset', 233), ('fair', 216), ('includ', 211), (',', 203), ('period', 192), ('cash', 191), ('use', 184), ('net', 184), ('$', 167), ('balanc', 164)]"
858,0000927653-17-000007,927653,17,7,435356,65841,"['zero', 'disclosur', 'discuss', 'discret', 'discoveri', 'discounts', 'discount', 'discontinu', 'disclosures', 'disclosure', 'discloses', 'dilutive', 'disclosed', 'disclos', 'disciplin']","[('the', 510), ('amount', 486), ('benefit', 420), ('asset', 395), ('includ', 379), ('valu', 370), ('tax', 360), ('incom', 337), ('million', 330), ('net', 303), ('plan', 297), ('financi', 269), ('report', 269), ('use', 262), ('fair', 255)]"
859,0000950123-10-108100,950123,10,108100,0,0,0,0
860,0001445305-13-001653,1445305,13,1653,309446,47141,"['zone', 'earlier', 'each', 'dyes', 'dure', 'durat', 'duli', 'due', 'drug', 'driveways', 'drawn', 'drawdown', 'downs', 'down', 'dough']","[('amount', 472), ('the', 449), ('valu', 357), ('asset', 340), ('fiscal', 276), ('tax', 275), ('net', 274), ('million', 261), ('benefit', 256), ('includ', 252), ('incom', 242), ('plan', 238), ('fair', 236), (',', 198), ('period', 197)]"
861,0000051434-19-000007,51434,19,7,302830,45589,"['zero', 'domicil', 'economy', 'econom', 'eastern', 'earnings', 'earn', 'earliest', 'earli', 'dure', 'due', 'drug', 'drop', 'drawer', 'draw']","[('tax', 482), ('amount', 472), ('the', 384), ('benefit', 376), ('asset', 342), ('includ', 305), ('incom', 287), ('valu', 248), ('use', 238), ('plan', 238), ('report', 229), ('net', 223), ('defin', 222), ('period', 221), ('million', 221)]"
862,0000950123-11-017190,950123,11,17190,0,0,0,0
863,0001437107-13-000006,1437107,13,6,377465,57711,"['zero', 'dure', 'econom', 'east', 'earnings', 'earn', 'earlier', 'each', 'duli', 'employe', 'due', 'dubai', 'dth', 'drop', 'driver']","[('the', 728), ('tax', 407), ('amount', 402), ('stock', 377), ('valu', 373), ('compani', 351), ('incom', 330), ('includ', 327), ('asset', 325), ('share', 297), ('net', 275), ('report', 258), ('equiti', 256), ('fair', 256), ('cash', 250)]"
864,0001120193-14-000002,1120193,14,2,682307,103555,"['zero', 'dissemin', 'distributors', 'distributor', 'distributions', 'distributers', 'distribut', 'distinct', 'dissemination', 'disposit', 'divers', 'dispos', 'display', 'dispers', 'dismiss']","[('$', 1190), ('asset', 714), ('the', 683), ('revenu', 648), ('amount', 602), ('includ', 562), ('-', 554), ('tax', 543), ('valu', 535), ('million', 519), ('nasdaq', 464), ('cash', 455), ('market', 449), ('year', 427), ('share', 422)]"
865,0000093556-15-000005,93556,15,5,384013,58089,"['zero', 'desir', 'deviat', 'develops', 'develop', 'determined', 'determination', 'determinable', 'determin', 'detail', 'designs', 'elig', 'design', 'descript', 'describ']","[('the', 636), ('amount', 573), ('share', 438), ('million', 428), ('tax', 359), ('valu', 353), ('asset', 336), ('incom', 305), ('stock', 292), ('compani', 290), ('benefit', 282), ('includ', 266), ('period', 259), (',', 254), ('net', 252)]"
866,0001130310-13-000006,1130310,13,6,286010,43218,"['zero', 'dismiss', 'disputes', 'dispositions', 'disposit', 'dispos', 'display', 'dismissal', 'discuss', 'disclosed', 'discretionari', 'discount', 'discontinu', 'disclosures', 'disclosure']","[('amount', 466), ('the', 434), ('centerpoint', 372), ('asset', 314), ('tax', 309), ('net', 275), ('valu', 274), ('incom', 270), ('includ', 252), ('benefit', 231), ('energi', 206), ('period', 204), ('million', 202), ('balanc', 199), ('fair', 192)]"
